File accession	File format	Output type	Experiment accession	Assay	Biosample organism	Experiment target	Size	Assembly
ENCFF193VTB	bam	alignments	ENCSR000DLD	ChIP-seq	Homo sapiens	CTCF-human	451633709	GRCh38
ENCFF530NRN	bam	alignments	ENCSR463XCZ	ChIP-seq	Homo sapiens	CTCF-human	3992651983	GRCh38
ENCFF371TIX	bam	alignments	ENCSR847XGE	ChIP-seq	Homo sapiens	CTCF-human	7767633549	GRCh38
ENCFF784CCE	bam	alignments	ENCSR000BQD	ChIP-seq	Homo sapiens	ESR1-human	585835530	GRCh38
ENCFF373CMX	bam	alignments	ENCSR365GRX	ChIP-seq	Homo sapiens	ZFP37-human	5275561469	GRCh38
ENCFF151NEG	bam	alignments	ENCSR568IVD	ChIP-seq	Homo sapiens	CTCF-human	2548007901	GRCh38
ENCFF031NGW	bam	alignments	ENCSR224WWI	ChIP-seq	Homo sapiens	CTCF-human	1784511280	GRCh38
ENCFF387ZDQ	bam	alignments	ENCSR359LOD	ChIP-seq	Homo sapiens	CTCF-human	743175228	GRCh38
ENCFF865FVY	bam	alignments	ENCSR656SIB	ChIP-seq	Homo sapiens	ZBED5-human	1576605208	GRCh38
ENCFF551QCP	bam	alignments	ENCSR661XNQ	ChIP-seq	Homo sapiens	CTCF-human	2988508711	GRCh38
ENCFF500VJD	bam	alignments	ENCSR315NAC	ChIP-seq	Homo sapiens	CTCF-human	7276086794	GRCh38
ENCFF577SKC	bam	alignments	ENCSR764CZW	ChIP-seq	Homo sapiens	ZNF217-human	4691944629	GRCh38
ENCFF470XCI	bam	alignments	ENCSR000EUV	ChIP-seq	Homo sapiens	TCF7L2-human	277975691	GRCh38
ENCFF524KCA	bam	alignments	ENCSR241LIH	ChIP-seq	Homo sapiens	AFF1-human	3014781489	GRCh38
ENCFF833ZOK	bam	alignments	ENCSR085DDI	ChIP-seq	Homo sapiens	NFXL1-human	3819427161	GRCh38
ENCFF092CZO	bam	alignments	ENCSR084RDK	ChIP-seq	Homo sapiens	CTCF-human	868581202	GRCh38
ENCFF754VWZ	bam	alignments	ENCSR426URK	ChIP-seq	Homo sapiens	AFF1-human	3488344098	GRCh38
ENCFF910PTH	bam	alignments	ENCSR000DZO	ChIP-seq	Homo sapiens	NRF1-human	358293764	GRCh38
ENCFF648SHM	bam	alignments	ENCSR923WJS	ChIP-seq	Homo sapiens	EP300-human	6734618764	GRCh38
ENCFF101LKK	bam	alignments	ENCSR000BGZ	ChIP-seq	Homo sapiens	TCF12-human	532824893	GRCh38
ENCFF151UNX	bam	alignments	ENCSR907BES	ChIP-seq	Homo sapiens	CTCF-human	4021508634	GRCh38
ENCFF574EKT	bam	alignments	ENCSR264CZJ	ChIP-seq	Homo sapiens	THRA-human	2982228404	GRCh38
ENCFF503DXB	bam	alignments	ENCSR000DQY	ChIP-seq	Homo sapiens	CTCF-human	196025177	GRCh38
ENCFF641NME	bam	alignments	ENCSR805YLE	ChIP-seq	Homo sapiens	CTCF-human	4288931547	GRCh38
ENCFF361MVV	bam	alignments	ENCSR813DCK	ChIP-seq	Homo sapiens	SMAD1-human	3642777401	GRCh38
ENCFF479JUJ	bam	alignments	ENCSR000EZX	ChIP-seq	Homo sapiens	JUN-human	325870408	GRCh38
ENCFF742OPD	bam	alignments	ENCSR419ODQ	ChIP-seq	Homo sapiens	ZNF507-human	1531452558	GRCh38
ENCFF584NMS	bam	alignments	ENCSR185CCV	ChIP-seq	Homo sapiens	CTCF-human	2961106529	GRCh38
ENCFF499PEW	bam	alignments	ENCSR000BOU	ChIP-seq	Homo sapiens	SP2-human	1085163513	GRCh38
ENCFF100VNU	bam	alignments	ENCSR000BRG	ChIP-seq	Homo sapiens	EGR1-human	492700527	GRCh38
ENCFF654OFY	bam	alignments	ENCSR000DRB	ChIP-seq	Homo sapiens	CTCF-human	410506000	GRCh38
ENCFF682EAI	bam	alignments	ENCSR230ORT	ChIP-seq	Homo sapiens	CTCF-human	1517774705	GRCh38
ENCFF754IAO	bam	alignments	ENCSR000BMN	ChIP-seq	Homo sapiens	REST-human	521927877	GRCh38
ENCFF466DPA	bam	alignments	ENCSR756URL	ChIP-seq	Homo sapiens	CTCF-human	2747900452	GRCh38
ENCFF165STC	bam	alignments	ENCSR532EMP	ChIP-seq	Homo sapiens	ZNF740-human	5350483465	GRCh38
ENCFF988HVR	bam	alignments	ENCSR331HPA	ChIP-seq	Homo sapiens	GABPA-human	654294690	GRCh38
ENCFF196MMQ	bam	alignments	ENCSR325DER	ChIP-seq	Homo sapiens	NR3C1-human	2701446100	GRCh38
ENCFF817XAZ	bam	alignments	ENCSR145HBC	ChIP-seq	Homo sapiens	CTCF-human	2540481204	GRCh38
ENCFF399HKG	bam	alignments	ENCSR000BLV	ChIP-seq	Homo sapiens	SRF-human	594458057	GRCh38
ENCFF113LQX	bam	alignments	ENCSR000DYB	ChIP-seq	Homo sapiens	CTCF-human	422746833	GRCh38
ENCFF802UVT	bam	alignments	ENCSR924GRG	ChIP-seq	Homo sapiens	ZBTB49-human	3026274935	GRCh38
ENCFF931SIP	bam	alignments	ENCSR033KMZ	ChIP-seq	Homo sapiens	CTCF-human	1912307679	GRCh38
ENCFF852QTC	bam	alignments	ENCSR460LGH	ChIP-seq	Homo sapiens	CTCF-human	6557271254	GRCh38
ENCFF418TMJ	bam	alignments	ENCSR037GKL	ChIP-seq	Homo sapiens	CTCF-human	2576680214	GRCh38
ENCFF623YND	bam	alignments	ENCSR525YFS	ChIP-seq	Homo sapiens	ZBTB40-human	5631814140	GRCh38
ENCFF380VYQ	bam	alignments	ENCSR000EEA	ChIP-seq	Homo sapiens	RFX5-human	749250973	GRCh38
ENCFF826HNS	bam	alignments	ENCSR072PWP	ChIP-seq	Homo sapiens	ZNF24-human	4061840332	GRCh38
ENCFF883LXG	bam	alignments	ENCSR572DUJ	ChIP-seq	Homo sapiens	CTCF-human	1740690080	GRCh38
ENCFF140DYM	bam	alignments	ENCSR000ANE	ChIP-seq	Homo sapiens	CTCF-human	265641465	GRCh38
ENCFF591IRP	bam	alignments	ENCSR000EFW	ChIP-seq	Homo sapiens	UBTF-human	423654259	GRCh38
ENCFF711LPL	bam	alignments	ENCSR673WZL	ChIP-seq	Homo sapiens	CTCF-human	7573178744	GRCh38
ENCFF998TMI	bam	alignments	ENCSR897ZXU	ChIP-seq	Homo sapiens	E2F8-human	3557628533	GRCh38
ENCFF475SSV	bam	alignments	ENCSR875NEW	ChIP-seq	Homo sapiens	CTCF-human	1554329249	GRCh38
ENCFF153IJL	bam	alignments	ENCSR601FEB	ChIP-seq	Homo sapiens	CTCF-human	3084799306	GRCh38
ENCFF186YOG	bam	alignments	ENCSR417DKD	ChIP-seq	Homo sapiens	NFXL1-human	4052457997	GRCh38
ENCFF021JLB	bam	alignments	ENCSR000DRK	ChIP-seq	Homo sapiens	CTCF-human	104706034	GRCh38
ENCFF742BGH	bam	alignments	ENCSR000DRL	ChIP-seq	Homo sapiens	CTCF-human	366417551	GRCh38
ENCFF867JLT	bam	alignments	ENCSR000DXI	ChIP-seq	Homo sapiens	CTCF-human	220440971	GRCh38
ENCFF580EVG	bam	alignments	ENCSR874AFU	ChIP-seq	Homo sapiens	IKZF1-human	4481096810	GRCh38
ENCFF618WHB	bam	alignments	ENCSR503VTG	ChIP-seq	Homo sapiens	ZNF24-human	3237551452	GRCh38
ENCFF842ISP	bam	alignments	ENCSR000BRL	ChIP-seq	Homo sapiens	SIX5-human	913396409	GRCh38
ENCFF257XYL	bam	alignments	ENCSR859FDL	ChIP-seq	Homo sapiens	ZNF687-human	4004369718	GRCh38
ENCFF229VMU	bam	alignments	ENCSR924GXX	ChIP-seq	Homo sapiens	PHB2-human	4744141691	GRCh38
ENCFF080IVM	bam	alignments	ENCSR074SFL	ChIP-seq	Homo sapiens	CTCF-human	2365143363	GRCh38
ENCFF437IVZ	bam	alignments	ENCSR249BHQ	ChIP-seq	Homo sapiens	ZNF592-human	3897741970	GRCh38
ENCFF742BWH	bam	alignments	ENCSR608WPS	ChIP-seq	Homo sapiens	CTCF-human	1784611656	GRCh38
ENCFF931HUP	bam	alignments	ENCSR027HML	ChIP-seq	Homo sapiens	CTCF-human	935975519	GRCh38
ENCFF723MRH	bam	alignments	ENCSR441VHN	ChIP-seq	Homo sapiens	IKZF1-human	4298680582	GRCh38
ENCFF452EGM	bam	alignments	ENCSR000BKL	ChIP-seq	Homo sapiens	ESR1-human	328933255	GRCh38
ENCFF350ULX	bam	alignments	ENCSR412YGM	ChIP-seq	Homo sapiens	ZSCAN29-human	2968143377	GRCh38
ENCFF673BXM	bam	alignments	ENCSR746XEG	ChIP-seq	Homo sapiens	NFXL1-human	4338868543	GRCh38
ENCFF213JOK	bam	alignments	ENCSR000EGV	ChIP-seq	Homo sapiens	BHLHE40-human	1025876348	GRCh38
ENCFF755GBM	bam	alignments	ENCSR000EDZ	ChIP-seq	Homo sapiens	MAFK-human	893680963	GRCh38
ENCFF856IKR	bam	alignments	ENCSR000EUI	ChIP-seq	Homo sapiens	ZNF274-human	509676389	GRCh38
ENCFF097IAS	bam	alignments	ENCSR000EVU	ChIP-seq	Homo sapiens	FOS-human	314797114	GRCh38
ENCFF675NTQ	bam	alignments	ENCSR000DLF	ChIP-seq	Homo sapiens	CTCF-human	396938123	GRCh38
ENCFF718WPO	bam	alignments	ENCSR689VEF	ChIP-seq	Homo sapiens	CTCF-human	1608920958	GRCh38
ENCFF213ZOP	bam	alignments	ENCSR000BPV	ChIP-seq	Homo sapiens	USF1-human	1108968997	GRCh38
ENCFF215XNC	bam	alignments	ENCSR585KBH	ChIP-seq	Homo sapiens	CTCF-human	3091065515	GRCh38
ENCFF319DWE	bam	alignments	ENCSR072EUE	ChIP-seq	Homo sapiens	CTCF-human	944157959	GRCh38
ENCFF373YTD	bam	alignments	ENCSR334HSW	ChIP-seq	Homo sapiens	ZNF318-human	4436394341	GRCh38
ENCFF818HKZ	bam	alignments	ENCSR894SXR	ChIP-seq	Homo sapiens	TCF12-human	4575865511	GRCh38
ENCFF920NRF	bam	alignments	ENCSR279IEM	ChIP-seq	Homo sapiens	SIX4-human	4596330079	GRCh38
ENCFF033MWR	bam	alignments	ENCSR000DXD	ChIP-seq	Homo sapiens	CTCF-human	588376100	GRCh38
ENCFF178VEA	bam	alignments	ENCSR000BLP	ChIP-seq	Homo sapiens	MAX-human	481515882	GRCh38
ENCFF783NXW	bam	alignments	ENCSR000DMV	ChIP-seq	Homo sapiens	CTCF-human	657740067	GRCh38
ENCFF110QRO	bam	alignments	ENCSR000DJX	ChIP-seq	Homo sapiens	JUND-human	606685206	GRCh38
ENCFF264UCL	bam	alignments	ENCSR000BPT	ChIP-seq	Homo sapiens	ELF1-human	1074831096	GRCh38
ENCFF958UOJ	bam	alignments	ENCSR000EVW	ChIP-seq	Homo sapiens	GATA2-human	304648498	GRCh38
ENCFF215GEB	bam	alignments	ENCSR439WAF	ChIP-seq	Homo sapiens	E4F1-human	3689350877	GRCh38
ENCFF259RRK	bam	alignments	ENCSR000EGL	ChIP-seq	Homo sapiens	IRF1-human	683456399	GRCh38
ENCFF309AXU	bam	alignments	ENCSR000BSE	ChIP-seq	Homo sapiens	CTCF-human	370718804	GRCh38
ENCFF485RGA	bam	alignments	ENCSR000BPY	ChIP-seq	Homo sapiens	GABPA-human	1069569436	GRCh38
ENCFF495OAG	bam	alignments	ENCSR265ARE	ChIP-seq	Homo sapiens	CTCF-human	4467101054	GRCh38
ENCFF773RXE	bam	alignments	ENCSR000BKF	ChIP-seq	Homo sapiens	ZBTB33-human	520997157	GRCh38
ENCFF247ZIP	bam	alignments	ENCSR000BOZ	ChIP-seq	Homo sapiens	REST-human	484647113	GRCh38
ENCFF749AWO	bam	alignments	ENCSR125DKL	ChIP-seq	Homo sapiens	CTCF-human	385115912	GRCh38
ENCFF147OUB	bam	redacted alignments	ENCSR780OZE	ChIP-seq	Homo sapiens	CTCF-human	596820774	GRCh38
ENCFF238NNG	bam	alignments	ENCSR000BHB	ChIP-seq	Homo sapiens	EP300-human	310275520	GRCh38
ENCFF770VVI	bam	alignments	ENCSR756ZKG	ChIP-seq	Homo sapiens	CTCF-human	642170265	GRCh38
ENCFF782OFZ	bam	alignments	ENCSR000EEF	ChIP-seq	Homo sapiens	USF2-human	752017136	GRCh38
ENCFF602UAC	bam	alignments	ENCSR000DJW	ChIP-seq	Homo sapiens	NR4A1-human	752863847	GRCh38
ENCFF167NTI	bam	alignments	ENCSR089DTY	ChIP-seq	Homo sapiens	CTCF-human	2519291132	GRCh38
ENCFF697IMJ	bam	alignments	ENCSR000BPS	ChIP-seq	Homo sapiens	ATF3-human	935860438	GRCh38
ENCFF429GKZ	bam	alignments	ENCSR000BHS	ChIP-seq	Homo sapiens	GABPA-human	607674321	GRCh38
ENCFF091GEA	bam	alignments	ENCSR000BOX	ChIP-seq	Homo sapiens	REST-human	471510621	GRCh38
ENCFF195AYY	bam	alignments	ENCSR362NWP	ChIP-seq	Homo sapiens	ZNF24-human	3635029028	GRCh38
ENCFF401KIO	bam	alignments	ENCSR000BKQ	ChIP-seq	Homo sapiens	ETS1-human	487812812	GRCh38
ENCFF774ZQG	bam	alignments	ENCSR000BPZ	ChIP-seq	Homo sapiens	ZBTB33-human	1095549613	GRCh38
ENCFF257ZRY	bam	alignments	ENCSR000BKM	ChIP-seq	Homo sapiens	GATA2-human	564622760	GRCh38
ENCFF606IKC	bam	alignments	ENCSR000BKA	ChIP-seq	Homo sapiens	ETS1-human	477560048	GRCh38
ENCFF189DMF	bam	alignments	ENCSR000DYY	ChIP-seq	Homo sapiens	E2F4-human	735651956	GRCh38
ENCFF341YTC	bam	alignments	ENCSR000DZU	ChIP-seq	Homo sapiens	USF2-human	443728558	GRCh38
ENCFF510YAI	bam	alignments	ENCSR000BKB	ChIP-seq	Homo sapiens	MEF2A-human	287797489	GRCh38
ENCFF495REE	bam	alignments	ENCSR000BNX	ChIP-seq	Homo sapiens	YY1-human	175700021	GRCh38
ENCFF211VKF	bam	alignments	ENCSR000DZB	ChIP-seq	Homo sapiens	ELK1-human	698249290	GRCh38
ENCFF551SVA	bam	alignments	ENCSR000BHV	ChIP-seq	Homo sapiens	CTCF-human	249758445	GRCh38
ENCFF864RMP	bam	alignments	ENCSR000DRH	ChIP-seq	Homo sapiens	CTCF-human	430394821	GRCh38
ENCFF240MQI	bam	alignments	ENCSR000BGY	ChIP-seq	Homo sapiens	IRF4-human	644643687	GRCh38
ENCFF135DRQ	bam	alignments	ENCSR000DLK	ChIP-seq	Homo sapiens	CTCF-human	432278085	GRCh38
ENCFF192DDJ	bam	alignments	ENCSR000EDP	ChIP-seq	Homo sapiens	ARID3A-human	705399211	GRCh38
ENCFF112RYO	bam	alignments	ENCSR000DOR	ChIP-seq	Homo sapiens	E2F4-human	517508610	GRCh38
ENCFF365CNT	bam	alignments	ENCSR203QEB	ChIP-seq	Homo sapiens	CTCF-human	5856329526	GRCh38
ENCFF906RFX	bam	alignments	ENCSR240PRQ	ChIP-seq	Homo sapiens	CTCF-human	919156860	GRCh38
ENCFF554KEG	bam	alignments	ENCSR000BKH	ChIP-seq	Homo sapiens	BCLAF1-human	396985738	GRCh38
ENCFF091ODJ	bam	alignments	ENCSR000DTO	ChIP-seq	Homo sapiens	CTCF-human	565525660	GRCh38
ENCFF449IUJ	bam	alignments	ENCSR000BJX	ChIP-seq	Homo sapiens	SP1-human	540733347	GRCh38
ENCFF780LDK	bam	alignments	ENCSR000EEJ	ChIP-seq	Homo sapiens	IRF3-human	517386549	GRCh38
ENCFF218VQI	bam	alignments	ENCSR000EWY	ChIP-seq	Homo sapiens	ZNF274-human	708738292	GRCh38
ENCFF432KDE	bam	alignments	ENCSR000BHC	ChIP-seq	Homo sapiens	ZBTB33-human	587624345	GRCh38
ENCFF832LYJ	bam	alignments	ENCSR000BJP	ChIP-seq	Homo sapiens	REST-human	454042951	GRCh38
ENCFF186OVM	bam	alignments	ENCSR000EDO	ChIP-seq	Homo sapiens	CEBPZ-human	908104773	GRCh38
ENCFF936ROK	bam	alignments	ENCSR000DKX	ChIP-seq	Homo sapiens	CTCF-human	349885955	GRCh38
ENCFF417IMO	bam	alignments	ENCSR000BPW	ChIP-seq	Homo sapiens	EP300-human	969036008	GRCh38
ENCFF340QCB	bam	alignments	ENCSR000BGU	ChIP-seq	Homo sapiens	EBF1-human	605403432	GRCh38
ENCFF922HYP	bam	alignments	ENCSR000DPG	ChIP-seq	Homo sapiens	CTCF-human	273352914	GRCh38
ENCFF996SQS	bam	alignments	ENCSR236YGF	ChIP-seq	Homo sapiens	CTCF-human	1772632481	GRCh38
ENCFF094DVS	bam	alignments	ENCSR000AMA	ChIP-seq	Homo sapiens	CTCF-human	83710005	GRCh38
ENCFF682XGC	bam	alignments	ENCSR000EGP	ChIP-seq	Homo sapiens	ZNF143-human	787162278	GRCh38
ENCFF181EQP	bam	alignments	ENCSR000DMO	ChIP-seq	Homo sapiens	CTCF-human	685944872	GRCh38
ENCFF414VTM	bam	alignments	ENCSR000DMJ	ChIP-seq	Homo sapiens	MYC-human	727916481	GRCh38
ENCFF272UWD	bam	alignments	ENCSR000DNQ	ChIP-seq	Homo sapiens	ZZZ3-human	572610554	GRCh38
ENCFF047SQQ	bam	alignments	ENCSR000BHR	ChIP-seq	Homo sapiens	ZBTB33-human	623197935	GRCh38
ENCFF708KXW	bam	alignments	ENCSR000DTF	ChIP-seq	Homo sapiens	CTCF-human	637717931	GRCh38
ENCFF822LTQ	bam	alignments	ENCSR000DWH	ChIP-seq	Homo sapiens	CTCF-human	771932619	GRCh38
ENCFF714CRL	bam	alignments	ENCSR000BPU	ChIP-seq	Homo sapiens	ETS1-human	636745391	GRCh38
ENCFF949KAW	bam	redacted alignments	ENCSR336PTS	ChIP-seq	Homo sapiens	CTCF-human	650522945	GRCh38
ENCFF893HMO	bam	alignments	ENCSR000DXQ	ChIP-seq	Homo sapiens	CTCF-human	365418600	GRCh38
ENCFF686DDV	bam	alignments	ENCSR000DKR	ChIP-seq	Homo sapiens	CTCF-human	582699200	GRCh38
ENCFF205XEH	bam	alignments	ENCSR000AUF	ChIP-seq	Homo sapiens	CTCF-human	1292831532	GRCh38
ENCFF172IMH	bam	alignments	ENCSR000BLE	ChIP-seq	Homo sapiens	FOXA1-human	497461256	GRCh38
